# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
64488449 34.94577 35.68929 36.22080    8.99 -119.14   86.79   13.15   18.98 7.7169e+07 6.2239e+08 11.09296 0.79456 0.28950  268.81   18695      411 64488451 64488451
64488450 34.92476 35.68163 36.24731    9.32 -160.21   59.21   12.73   14.21 1.0592e+08 2.1859e+08 12.32817 1.14413 0.26290  493.72   29235      573 64488451 64488451
64488451 34.95423 35.66235 36.23544    3.03 -131.39   55.81   44.60   45.16 1.1531e+10 1.6507e+10 58.86761 5.76796 0.69460 4.0145e+06 2.1786e+07    73207       -1       -1
64488459 34.76806 35.54937 36.38904   43.07  -94.79   59.61   25.29   28.40 9.1479e+08 2.1535e+09 25.29437 2.29265 0.45880   30995 6.1369e+05     5231 64488461 64488461
64488461 34.78108 35.56567 36.44473    9.64  -76.33   57.67   49.70   59.45 2.6028e+10 5.5634e+10 77.21972 6.49329 0.64140 1.9048e+07 6.7491e+07   153319       -1       -1
64488481 34.93983 35.62440 36.29262  161.29 -102.63  222.52    9.55    9.73 3.3662e+07 4.993e+07 8.41408 0.66897 0.54850   54.66  5794.2      220 64869686 64869686
64488487 34.91838 35.60174 36.36613  123.52 -136.26  203.12   10.78   10.57 8.662e+07 1.3163e+08 11.52958 1.62355 0.45880  335.57   22008      531 64488767 64488767
64488519 34.90217 35.68756 36.41687  195.09 -122.16  260.03   19.24   19.20 9.131e+08 9.6014e+08 25.27887 3.30956 0.64140   30885 6.1209e+05     6787       -1       -1
64488521 34.95868 35.53982 36.31637   76.14 -115.27  202.69   11.42   11.24 1.4803e+08 1.8592e+08 13.78592 1.43402 0.84060   938.9   46902     1068 64869686 64869686
64488528 34.95489 35.78040 36.15645  185.68 -128.52  268.61   13.46   13.47 4.7986e+08 4.8366e+08 20.40000 2.27569 0.94020  8980.4 2.4681e+05     2823       -1       -1
64488553 34.94031 35.65178 36.42500  240.81  -54.48  226.03   11.25   11.24 1.1196e+08 1.9577e+08 12.55915 0.84822 0.45880  549.21   31618      811 64488748 64488767
64488561 34.94832 35.49508 36.38938  158.29 -104.94  207.03    8.47    9.40 3.7254e+07 6.4493e+07 8.70282 1.42788 0.43230  66.405  6685.9      362       -1       -1
64488565 34.78359 35.57143 36.49482   25.19  -49.57   36.34   14.77   16.47 1.269e+08 2.9296e+08 13.09437 1.14865 0.31610  698.58   37736      722 64488461 64488461
64488568 34.65968 35.61146 36.58990  146.68  -33.56  130.23    9.50   11.77 4.7465e+07 1.0269e+08 9.43521 0.64934 0.27620  105.73  9412.5      350 64488703 64488726
64488575 34.76762 35.60208 36.61828  137.17  -22.73  147.66    8.66    8.72 3.5183e+07 5.069e+07 8.53803 0.60769 0.31610    59.5  6167.3      211       -1       -1
64488590 34.67104 35.58949 36.59703  126.00   -6.83  205.29   10.24   17.49 3.9901e+07 3.607e+08 8.90423 0.62782 0.27620  75.763  7366.6      332 64488726 64488726
64488624 34.73335 35.72520 36.54649  162.51 -117.49  232.70    8.31    7.87 2.6859e+07 2.7606e+07 7.80282 0.40055 0.61490  35.434  4212.6      153       -1       -1
64488647 34.67304 35.63857 36.57292  182.15    4.40  191.00   12.60   12.58 7.3944e+07 1.3769e+08 10.93662 0.83544 0.32930  247.66   17602      517 64488726 64488726
64488699 34.82077 35.80523 36.45427  164.26  -49.32  181.02   18.90   19.16 1.179e+09 1.2982e+09 27.52676 4.28073 0.73440   50451 8.7801e+05     8284       -1       -1
64488703 34.65414 35.61913 36.59145  148.45   -1.30  226.31   13.25   13.86 6.7521e+07 1.5225e+08 10.60986 0.90347 0.26290  208.01   15482      366 64488726 64488726
64488717 34.68618 35.62660 36.57762  170.12  -77.84  186.63   11.16   11.14 6.8465e+07 1.0439e+08 10.65915 1.01225 0.43230  213.63   15789      394 64488726 64488726
64488740 34.93431 35.68899 36.52287  112.06  -99.87  136.43    9.43    9.92 7.9437e+07 1.0628e+08 11.20141 0.92486 0.56180  284.18   19476      518       -1       -1
64488741 34.92210 35.71830 36.54254  101.78  -91.49  139.88    9.84    9.65 1.4366e+08 1.5465e+08 13.64930 1.50517 0.52190  886.45   44960      903       -1       -1
64488746 34.95151 35.66664 36.41932  126.67 -118.97  131.88    9.05    8.54 1.2861e+07 3.0451e+07 6.10423 0.40711 0.22640  8.6166  1489.2       74 64488748 64488767
64488747 34.95917 35.65571 36.42146  125.27  -93.62  121.16   10.09   12.83 2.931e+07 1.5225e+08 8.03380 0.51948 0.41900  41.901  4765.3      177 64488748 64488767
64488748 34.95994 35.65501 36.43154  116.31  -98.61  110.75   24.89   25.17 3.131e+09 3.1493e+09 38.12113 6.53971 0.88710 3.2901e+05 3.483e+06    19758 64488767 64488767
64488754 34.87328 35.62185 36.48941  109.39  -79.31  219.35    8.22   10.42 2.3831e+07 8.5859e+07 7.49859 0.86619 0.41900  28.162  3557.9      179       -1       -1
64488755 34.92925 35.60991 36.36803  151.53  -47.87  153.75    8.88    9.13 2.8366e+07 4.4817e+07 7.94648 0.69185 0.43230  39.349  4550.1      177 64488767 64869686
64488760 34.96276 35.61077 36.36231  202.65  -68.77  171.10    8.28   14.11 1.3806e+07 1.2596e+08 6.25070 0.52262 0.21310  9.8734    1646       89 64488767 64869686
64488761 34.95963 35.60339 36.38958  212.46  -92.41  167.89    8.22   10.61 3.007e+07 1.2085e+08 8.10282 1.25208 0.44560  44.014  4940.9      197 64488767 64869686
64488765 34.94899 35.61149 36.35677  180.27  -90.86  196.92   15.41   20.80 1.2048e+08 8.0761e+08 12.86901 1.26069 0.36590  632.28   35068      650 64488767 64869686
64488767 34.95710 35.62250 36.37430  165.68  -79.81  176.54   44.21   48.36 1.9704e+10 2.5817e+10 70.38028 10.30022 0.74770 1.1198e+07 4.5965e+07   130190 64869686 64869686
64488768 34.96237 35.61770 36.40466  210.63  -60.94  223.57   17.73   19.86 2.9732e+08 1.0301e+09 17.39155 1.71255 0.40570  3582.3 1.2556e+05     1781 64488767 64869686
64488771 34.94515 35.58513 36.38949  104.84  -46.24  181.70   10.05   10.25 4.9549e+07 9.8535e+07 9.57042 0.84547 0.62820  114.82   10001     1004 64488767 64869686
64492503 34.52901 36.16406 35.86034  -62.00 -240.33  138.77    8.07    8.05 1.2104e+07 6.4113e+07 5.98310 0.44937 0.32930    7.67    1367      408 64492582 64492582
64492579 34.53525 36.17805 35.85462  -36.37 -276.80  119.85   10.13   12.05 2.7042e+07 1.2425e+08 7.82113 0.68996 0.28950  35.899  4253.2      158 64492582 64492582
64492968 34.29223 35.95147 35.89366  100.70 -125.12  240.73   10.36   10.29 7.3e+07 1.0477e+08 10.89014 0.68266 0.72110  241.62   17285      586       -1       -1
64492974 34.34161 35.92301 35.89893  123.98 -122.10  244.50    8.28    8.45 4.7845e+07 7.9239e+07 9.45915 0.84207 0.45880  107.36  9519.2      391       -1       -1
64492978 34.30506 35.95115 35.93359  117.26 -117.06  255.05    8.34    8.19 4.9549e+07 7.2437e+07 9.57042 1.11166 0.74770  114.82   10001      431       -1       -1
64493925 34.46073 35.99856 35.71406   87.08 -178.50  245.96    8.39    8.32 5.6549e+07 5.9958e+07 10.00141 0.97115 0.84060  147.99   12053      399       -1       -1
64493931 34.44831 36.02139 35.73755   78.98 -182.66  239.82    8.62    8.20 8.1704e+07 8.3028e+07 11.30704 1.09453 0.95350  299.96   20265      649       -1       -1
64493951 34.37935 36.10412 35.80410   80.03 -206.46  334.54    8.68    8.74 6.1465e+07 7.7535e+07 10.28310 1.32819 0.48540  173.67   13558      362 64493945 64493945
64493953 34.43472 36.05975 35.80341  100.89 -217.72  331.33   13.25   13.02 3.0845e+08 3.1338e+08 17.60563 2.73645 0.56180  3844.1 1.3224e+05     2141       -1       -1
64493974 34.41959 36.06320 35.76120  109.09 -130.27  288.19    9.05    9.08 7.9803e+07 8.3028e+07 11.21831 1.10224 0.74770   286.7   19603      577       -1       -1
64493983 34.50966 36.07643 35.74839  -21.77 -255.55  179.34   12.43   12.70 1.6423e+08 2.8634e+08 14.26761 1.29965 0.41900    1146   54308     1177       -1       -1
64493988 34.54711 35.99678 35.69518   60.92 -219.72  244.09    8.26    8.88 2.6479e+07 6.3169e+07 7.76620 0.71471 0.39240  34.477  4128.6      165 64494030 64494030
64493999 34.47445 36.03958 35.78148   70.23 -210.26  238.06   10.92   11.12 1.2596e+08 1.2842e+08 13.06197 1.98608 0.96680  688.64   37341      954       -1       -1
64494006 34.59432 36.02270 35.71392   43.04 -239.89  215.16   10.71   10.45 2.0732e+08 2.1507e+08 15.42113 2.96988 0.53520  1792.8   75469     1220 64494030 64494030
64494011 34.62377 35.95326 35.67748   40.03 -108.29  133.13   13.53   13.98 1.9493e+08 2.8704e+08 15.10986 1.48814 0.39240  3348.2 1.1947e+05     1678       -1       -1
64494021 34.48293 36.06144 35.68758   82.49 -226.57  287.03   12.73   12.73 4.3479e+08 4.3479e+08 19.74085 2.52421 1.00000  7431.1 2.1472e+05     2776       -1       -1
64494025 34.61608 35.98480 35.70654   69.63 -253.94  294.75    9.64    9.26 1.0421e+08 1.0496e+08 12.26197 0.70907 0.98010  478.58   28573      679 64494030 64494030
64494030 34.57986 36.00368 35.70270   69.68 -226.77  234.81   27.12   27.12 4.1676e+09 4.1676e+09 41.93380 4.50326 1.00000 5.6969e+05 5.2123e+06    29797       -1       -1
64494032 34.63987 35.96633 35.73083   81.88 -236.62  298.04    9.78    9.78 9.9479e+07 9.9479e+07 12.07324 1.68242 1.00000  437.73   26758      642 64494037 64494037
64494037 34.63877 35.95163 35.72508  169.07 -137.20  342.78   11.94   11.83 2.2634e+08 2.362e+08 15.88028 1.46645 0.56180  2121.7   85423     1558       -1       -1
64494077 33.96625 34.80530 35.76087   -5.36 -251.54   61.40    8.23    8.23 6.2408e+07 6.6e+07 10.33521 1.07963 0.84060  178.82   13853      393       -1       -1
64494082 33.97632 34.82330 35.79145   -7.06 -255.11   62.83    9.12    9.02 1.0592e+08 1.0969e+08 12.32817 1.79813 0.90040  493.72   29235      646       -1       -1
64494103 34.08903 34.76820 35.82534  -31.40 -253.96   54.32    8.74    8.47 3.8014e+07 6.9408e+07 8.76197 0.95761 0.52190  69.032  6879.4      216       -1       -1
64494108 34.02996 34.82382 35.84161  -48.54 -230.90   59.22   11.73   11.97 1.4141e+08 1.9493e+08 13.57746 0.76892 0.45880  859.95   43968      815 64494133 64494133
64494111 34.04454 34.78209 35.90030  -25.39 -258.63    3.77    9.80   10.71 5.6366e+07 1.0477e+08 9.99014 1.04148 0.39240  147.07   11998      335 64494133 64494133
64494116 34.00497 34.78537 35.91065  -55.32 -252.40   33.58    9.67   11.80 6.0338e+07 2.3887e+08 10.21972 1.36606 0.48540  167.61   13209      544 64494133 64494133
64494132 34.03337 34.78196 35.86292  -42.88 -279.84   45.67    8.55   18.05 2.6282e+07 5.8479e+08 7.74789 0.70154 0.35260  33.985  4085.3      152 64494133 64494133
64494133 34.03117 34.79436 35.86818  -32.12 -254.68   34.94   41.59   41.59 1.3282e+10 1.3282e+10 61.70845 7.08844 1.00000 5.2635e+06 2.6547e+07    70279       -1       -1
64494137 33.92799 34.79743 35.79615   75.71 -171.53  122.34   15.08   15.08 6.4944e+08 6.4944e+08 22.56479 3.35905 1.00000   16056 3.7836e+05     4012       -1       -1
64494151 34.55592 34.49365 35.79094  -93.99  -64.70  -71.71    8.15    8.37 4.293e+07 5.2014e+07 9.12394 0.75919 0.68130  87.187  8168.1      299 64494156 64494156
64494156 34.54407 34.49716 35.79456  -76.41  -92.04  -39.33   16.44   17.87 7.169e+08 1.0099e+09 23.32113 4.89524 0.62820   19411 4.3501e+05     4771       -1       -1
64494157 34.55482 34.54537 35.82034  -88.80  -69.43  -11.79   10.50   10.90 6.1662e+07 8.8127e+07 10.29437 0.57598 0.31610  174.74   13620      484 64494192 64494192
64494166 34.54223 34.55711 35.89445 -106.49  -51.75  -47.00   10.13   10.54 5.5789e+07 9.1915e+07 9.95634 0.91252 0.56180  144.19   11825      315 64494192 64494192
64494167 34.48942 34.56384 35.78100 -122.88 -112.61  -65.19    8.52    8.48 3.7634e+07 3.8577e+07 8.73239 0.77325 0.80080  67.712  6782.4      213       -1       -1
64494173 34.51461 34.60301 35.82563 -103.92  -46.66  -58.42    9.17    9.54 7.0732e+07 9.5507e+07 10.77606 0.88060 0.62820  227.42   16532      471       -1       -1
64494174 34.47286 34.61780 35.84003 -139.91  -96.04  -72.54   10.42   10.52 7.8296e+07 7.9239e+07 11.14789 0.84648 0.95350   276.4   19082      495       -1       -1
64494182 34.51618 34.59868 35.87641 -103.71  -85.27   -7.00    9.68   11.06 5.1634e+07 1.7014e+08 9.70282 0.87642 0.37920  124.28   10601      356       -1       -1
64494184 34.56569 34.56106 35.78177 -114.19  -45.97  -85.93    8.80    8.76 4.293e+07 6.1845e+07 9.12394 0.91345 0.53520  87.187  8168.1      258       -1       -1
64494191 34.50220 34.54512 35.83996 -106.73  -44.74  -33.64    9.38   11.30 2.4775e+07 1.0799e+08 7.59577 0.64712 0.30280  30.343  3758.4      135 64494192 64494192
64494192 34.53137 34.54757 35.84183 -104.81  -78.54  -39.19   40.11   40.06 1.1123e+10 1.298e+10 58.16479 6.77788 0.90040 3.7464e+06 2.0713e+07    69428       -1       -1
64494784 34.94439 35.95495 36.11607  118.35 -196.63  313.86   36.59   36.59 7.8352e+09 7.8352e+09 51.75211 6.31505 1.00000 1.9134e+06 1.2672e+07    42045       -1       -1
64494791 34.57918 36.10594 36.03614  137.09 -172.79  372.29   27.75   27.36 4.0732e+09 4.1113e+09 41.61549 5.44259 0.87380 5.4519e+05 5.0468e+06    24447       -1       -1
64494795 34.57092 36.09475 36.04558  142.77 -166.87  402.72    8.27    9.16 2.1746e+07 3.4042e+07 7.27324 0.77278 0.40570  23.624  3126.5      121 64494791 64494791
64494801 34.67496 36.05784 36.02389  124.08 -146.07  299.50   14.52   13.95 2.1394e+08 3.0662e+08 15.58310 1.25752 0.36590  1904.3   78893     1272       -1       -1
64494861 34.69406 36.23785 35.74027  178.82 -150.20  330.08    8.45    9.86 3.2155e+07 6.6577e+07 8.28592 0.94621 0.41900  50.058  5431.3      200 64494865 64494865
64494865 34.69990 36.24440 35.76055  145.06 -134.53  335.39   34.60   35.40 6.7845e+09 8.6732e+09 49.32676 6.02503 0.60160 1.4515e+06 1.035e+07    35421       -1       -1
64494866 34.70125 36.25175 35.77051  174.52 -167.95  310.64   10.73   13.24 7.1113e+07 2.7437e+08 10.79577 0.83404 0.49870  229.77   16658      420 64494865 64494865
64494917 34.57003 34.39771 35.34334  -44.66 -146.00   16.56   16.58   16.69 1.0296e+09 1.0489e+09 26.31127 1.98058 0.96680   38892 7.2513e+05    11497       -1       -1
64494918 34.57908 34.39439 35.34775  -45.04 -150.78    7.74   10.22    9.81 7.0549e+07 1.7423e+08 10.76620 1.35632 0.53520  226.29   16472      384 64494917 64494917
64494930 34.62065 34.41094 35.41386  -97.53  -69.41  191.24   11.48   11.01 1.1196e+08 1.3163e+08 12.55915 0.94517 0.57500  549.21   31618     2365       -1       -1
64494947 34.53089 34.46042 35.26606  -50.24 -139.85   27.20    9.64   10.39 1.4465e+08 1.6268e+08 13.67887 1.24369 0.58830  898.17   45397     1175       -1       -1
64494948 34.53039 34.44826 35.29010  -43.04 -154.72   -0.73   12.06   12.33 2.8634e+08 2.8915e+08 17.17465 2.33158 0.96680  3332.5 1.1906e+05     2337       -1       -1
64494955 34.53125 34.54851 35.25431  -49.77 -167.70  -18.65    9.75    9.82 1.0799e+08 1.0951e+08 12.40845 0.96757 0.87380  512.42   30045      882       -1       -1
64494958 34.50293 34.54439 35.27465  -70.03 -148.49   17.90   16.03   16.30 6.2056e+08 6.438e+08 22.22535 2.67058 0.96680   14713 3.5483e+05     5828       -1       -1
64494960 34.55365 34.53304 35.26908  -65.23 -165.94    3.12    9.37    9.10 1.0761e+08 1.1121e+08 12.39437 0.96317 0.92700  508.96   29896      775       -1       -1
64494964 34.50741 34.47120 35.34908  -49.34 -174.11  -24.67    8.42    8.42 5.5042e+07 5.5042e+07 9.91127 0.72244 1.00000  140.51   11602      445       -1       -1
64495119 34.80390 34.71287 34.36844  -22.45 -275.99  291.45    8.90    9.15 8.7746e+07 9.2676e+07 11.57887 0.79042 0.87380     344   22413     1169       -1       -1
64495126 34.95859 34.61046 34.45349   44.84 -302.07  265.85   11.67   12.19 2.2887e+08 5.2761e+08 15.93803 1.65974 0.77420  2167.6   86777     2079       -1       -1
64495142 34.90782 34.73249 34.37679  -22.79 -296.11  299.17    8.41    7.81 4.5775e+07 4.8789e+07 9.32113 0.82798 0.74770  98.618  8942.8      639       -1       -1
64495152 34.90955 34.70788 34.35224   94.90 -302.85  164.84    9.67    8.90 7.9803e+07 1.0062e+08 11.21831 0.82599 0.68130   286.7   19603      615       -1       -1
64495162 34.89915 34.67963 34.43510   47.32 -312.32  272.28   11.04   11.79 2.3056e+08 2.569e+08 15.97746 3.73420 0.43230  2198.4   87683     2166       -1       -1
64495173 34.96320 34.67678 34.42593   71.36 -332.06  228.67    8.57    8.32 6.1845e+07 6.6761e+07 10.30423 0.85349 0.91370  175.74   13677      790       -1       -1
64495175 34.85299 34.73604 34.30637   87.37 -303.20  161.04   15.42   14.40 4.6958e+08 6.3986e+08 20.25352 2.34245 0.69460  8614.6 2.3937e+05     3240       -1       -1
64495185 34.80279 34.81635 34.37649   77.58 -320.54  184.50   19.43   18.78 1.3769e+09 1.5549e+09 28.98873 3.95697 0.80080   67958 1.093e+06    12165       -1       -1
64495382 34.57544 34.16263 35.45346 -174.39    6.88   87.65    8.23    7.83 4.369e+07 5.2577e+07 9.17746 1.08213 0.70780  90.177  8373.2      512       -1       -1
64495391 34.63270 34.18577 35.44097  -31.23 -113.25   35.98    8.74    8.96 2.1366e+07 6.5056e+07 7.23099 0.68094 0.40570  22.837  3049.6      119 64495392 64495392
64495392 34.64708 34.19253 35.43801  -30.88 -123.88   29.69   23.90   23.73 2.6732e+09 2.7394e+09 36.16338 4.59043 0.95350 2.429e+05 2.7871e+06    17629       -1       -1
64495407 34.70234 34.17308 35.47441  -26.35  -91.59   27.69   14.90   15.02 6.0085e+08 6.2986e+08 21.98732 1.88449 0.95350   13829 3.3902e+05     4690       -1       -1
64495408 34.67958 34.17070 35.47592  -15.88  -79.88   43.27    8.11    7.42 3.5366e+07 3.631e+07 8.55352 0.51976 0.82740  60.096  6212.6      228       -1       -1
64495409 34.66994 34.14763 35.48930  -19.51 -101.40   25.18    8.25    8.28 6.3352e+07 7.1493e+07 10.38732 1.51873 0.48540  184.05   14150      453       -1       -1
64495430 34.75883 36.11619 35.91649  132.71 -151.82  326.21    9.01    9.18 4.3493e+07 9.8535e+07 9.16338 0.91240 0.37920  89.397  8319.9      259 64495431 64495444
64495431 34.76485 36.11504 35.91593  132.82 -162.84  330.45   11.87   12.30 1.3163e+08 2.2676e+08 13.25493 1.77709 0.69460  749.45   39738      849 64495444 64495444
64495443 34.78424 36.11837 35.88661  143.71 -136.56  329.18   10.67   12.96 3.3662e+07 1.538e+08 8.41408 0.77864 0.43230   54.66  5794.2      201 64495444 64495444
64495444 34.78099 36.12132 35.88132  124.60 -149.31  332.31   28.74   27.56 4.5521e+09 4.7493e+09 43.18451 5.23639 0.92700 6.7485e+05 5.9024e+06    24877       -1       -1
64495446 34.80662 36.17256 35.88877  134.37 -136.58  342.65   10.31   10.97 8.6423e+07 1.1518e+08 11.52113 1.15447 0.77420   334.1   21937      550       -1       -1
64495637 34.94313 34.63515 34.52542   43.25 -292.67  270.36   14.47   14.56 6.5338e+08 7.3225e+08 22.61127 2.83647 0.76100   16243 3.8161e+05     4698       -1       -1
64495638 34.88992 34.72632 34.53532   -4.65 -259.44  332.86    8.90    9.00 8.5859e+07 8.9451e+07 11.49577 1.66494 0.84730  329.94   21736      558       -1       -1
64495649 34.89985 34.66129 34.54556   21.89 -283.61  310.48   24.31   23.62 2.6859e+09 3.1732e+09 36.21972 4.66063 0.72110 2.4512e+05 2.8058e+06    17817       -1       -1
64495787 34.83992 35.54387 36.00283  -53.23 -205.36  127.08   32.19   32.72 4.038e+09 5.6944e+09 41.49155 4.99270 0.61490 5.3618e+05 4.9854e+06    21580       -1       -1
64495872 34.62783 35.71788 35.87218  261.18  -75.58  361.35   27.52   27.52 3.2394e+09 3.2394e+09 38.55352 3.34055 1.00000 3.5124e+05 3.6543e+06    19287       -1       -1
64495875 34.67124 34.80146 35.20465 -165.78 -285.81  130.01    8.44    8.10 9.7592e+07 1.0269e+08 11.99718 1.38094 0.88710  421.92   26044      743       -1       -1
64495879 34.63914 34.75846 35.22673  -98.27  -60.04   -7.07    9.26    9.12 8.0563e+07 8.2451e+07 11.25352 0.98654 0.92700  291.97   19867      514 64495882 64495882
64495881 34.64485 34.72977 35.22585  -78.23  -10.07   20.93    9.57   10.66 1.9099e+07 7.0352e+07 6.96479 0.42627 0.22640  18.411  2602.8      131 64495882 64495882
64495882 34.64993 34.73233 35.22807  -58.49  -38.71   18.29   26.39   26.45 3.0873e+09 3.4099e+09 37.93944 6.58388 0.49870 3.2026e+05 3.4148e+06    18265       -1       -1
64496107 34.87851 35.48615 36.66808  106.23  -12.28  157.37   12.28   12.28 1.731e+08 1.731e+08 14.52113 1.26166 1.00000  1267.9   58497     1397       -1       -1
64496123 34.31500 34.86953 35.30600 -154.81 -125.29   72.28   23.90   25.48 2.3282e+09 3.0113e+09 34.53662 4.96719 0.81410 3.0528e+05 3.2967e+06    15614       -1       -1
64496226 34.52670 34.13835 35.64434 -141.98    1.20    5.91   18.57   18.74 9.4732e+08 9.4803e+08 25.59155 3.62021 0.99340   33146 6.4472e+05     5604       -1       -1
64496232 34.59790 34.19818 35.60665 -196.16   16.21    1.74    9.85   10.20 5.9577e+07 6.3732e+07 10.17746 0.88884 0.48540  163.57   12974      373       -1       -1
64496234 34.56828 34.17591 35.64663 -186.51   36.45   32.01   19.48   20.26 1.3518e+09 1.3965e+09 28.81127 2.99964 0.84060   65602 1.065e+06     8478       -1       -1
64496284 34.52024 36.17284 35.68507   64.08 -264.54  293.47   20.29   19.55 2.0239e+09 2.2718e+09 32.96197 6.26845 0.74770 1.4238e+05 1.8823e+06    12310       -1       -1
64496285 34.53382 36.20402 35.66921   67.65 -274.10  287.03    9.01    9.65 8.6239e+07 1.3428e+08 11.51268 1.40207 0.41900  332.75   21872      550       -1       -1
64496312 34.40352 35.81719 35.91077   47.92  -11.97  175.32    9.55    9.36 3.8197e+07 7.0732e+07 8.77606 0.82883 0.37920  69.672  6926.2      222 64496315 64496315
64496314 34.42065 35.81177 35.89583   59.17   22.36  189.61    9.52   10.51 6.3352e+07 9.8338e+07 10.38732 1.21065 0.41900  184.05   14150      364 64496315 64496315
64496315 34.41055 35.81691 35.89911   60.87    1.68  176.16   19.21   21.19 1.3197e+09 1.5648e+09 28.58169 5.50634 0.43230   62643 1.0295e+06     7908       -1       -1
64496327 34.50873 35.81174 35.84885  120.09 -144.92  222.65    9.29   11.96 3.5986e+08 5.2085e+08 18.53521 4.09770 0.84730  5168.1 1.644e+05     2373       -1       -1
64496328 34.50644 35.80306 35.84015  128.08 -140.78  218.93    8.70   10.23 8.9451e+07 1.2445e+08 11.65352 0.69864 0.31610  356.94   23030      708 64496327 64496327
64496781 34.77594 35.81518 36.34039   -5.51  -22.50   84.53    9.33    9.33 8.7563e+07 8.7563e+07 11.57042 0.95254 1.00000  342.62   22347      876       -1       -1
64496784 34.74246 35.83125 36.38639   17.41  -35.66   98.23    9.82   10.74 1.1272e+08 1.2899e+08 12.58732 1.36634 0.72110   556.4   31921     1389       -1       -1
64496786 34.74221 35.85089 36.41883  -13.28  -29.69   91.80    8.45    8.45 6.3169e+07 6.3169e+07 10.37746 1.39105 1.00000  183.03   14092      421       -1       -1
64496789 34.75306 35.79813 36.32456  162.10  -65.27  173.52   15.45   14.89 5.6493e+08 6.8127e+08 21.54085 1.63857 0.54850   12285 3.1076e+05     3979       -1       -1
64496797 34.75227 35.87109 36.37193  166.71  -35.96  196.84    9.48   11.18 7.7535e+07 1.5056e+08 11.11127 0.86839 0.61490  271.27   18821      633       -1       -1
64496813 34.71434 35.67975 36.30351    4.23 -117.55   44.75   22.31   24.23 1.5028e+09 1.9296e+09 29.84648 4.22493 0.39240   80390 1.2366e+06     8089       -1       -1
