# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
23028054 35.26644 35.18038 34.83696  -60.78   31.59  366.06   10.61   10.63 8.5676e+07 1.2596e+08 11.48732 1.11311 0.70780  688.64   37341      721       -1       -1
23028073 34.98188 35.24803 34.92901 -128.43   77.35  159.88    8.64    8.85 7.2056e+07 1.1593e+08 10.84366 1.45930 0.50860  587.23   33213      840 23036808 23036808
23028087 35.00074 35.19237 34.99885 -100.11   27.56  332.72   11.36   12.48 7.8113e+07 2.2169e+08 11.13803 1.10847 0.33930  2038.9   82956     1289 23036808 23036808
23028088 35.02964 35.20108 34.92438 -111.24   55.38  327.33   10.29   12.74 7.4887e+07 2.1676e+08 10.98310 1.37642 0.44560  1952.7   80364      622 23036808 23036808
23028096 34.96620 35.24900 35.03383 -182.90   51.74  326.44    9.79   10.20 1.061e+08 1.4507e+08 12.33521 2.08834 0.53520  903.21   45584     1163 23036808 23036808
23028116 35.08389 35.40632 35.03100  -77.27   41.48  296.56   10.29   11.54 3.4803e+07 9.4563e+07 8.50704 0.69868 0.36590  397.14   24911      361 23036808 23036808
23028132 35.14342 35.16810 34.75748  -51.24   61.15  324.40   11.60   11.36 9.3239e+07 1.0893e+08 11.81549 1.13063 0.43230  521.05   30417      614       -1       -1
23028185 34.97704 35.28056 34.94883   19.06  201.89  378.76    9.28   10.20 2.4394e+07 5.693e+07 7.55775 0.63243 0.22640   149.9   12168      137 23036808 23036808
23028203 34.89467 35.35232 35.13737   56.56   59.68  244.42    8.06    8.66 3.631e+07 5.2577e+07 8.62817 1.01497 0.56180  128.67   10875      232 23036808 23036808
23028212 34.71698 35.37054 35.06877   38.18   71.63  305.48   17.99   20.14 3.769e+08 8.0099e+08 18.82254 1.65822 0.44560   24017 5.0874e+05     2668 23036808 23036808
23028216 34.82751 35.35052 35.07746  120.85  174.31  231.94    8.91    8.71 7.5085e+07 7.9437e+07 10.99296 1.04532 0.72110  284.18   19476      979 23036808 23036808
23028226 34.97520 35.29537 34.91061  -34.84  120.01  357.18   13.33   17.86 8.3211e+07 4.5169e+08 11.37606 1.07653 0.33930  7995.6 2.266e+05      964 23036808 23036808
23028227 34.86854 35.28913 35.18079   86.28  209.57  276.51    9.39    8.99 8.6803e+07 8.7183e+07 11.53803 0.87688 0.93360  336.93   22074      553       -1       -1
23028234 35.08304 35.41504 34.93076   52.13   69.54  298.94    8.07    8.76 1.0592e+07 3.8394e+07 5.72254 0.46180 0.27620  70.364  6976.8       76 23029072 23036808
23028243 35.03006 35.38361 35.14744   99.07  135.03  199.00   10.91   11.15 2.0141e+08 2.0197e+08 15.27465 2.00221 0.98670    1705   72732     1432 23036808 23036808
23028256 34.91364 35.65579 34.85079  -67.69  -90.58  295.42    9.77   10.25 9.3042e+07 1.1934e+08 11.80704 1.78094 0.64140  620.83   34600     1611 23036808 23036808
23028261 34.82995 35.32208 34.78670  -64.80   30.87  414.12    8.63   13.05 1.5324e+07 1.1158e+08 6.47183 0.52372 0.22640  545.64   31466      299 23036808 23036808
23028270 34.90430 35.59208 34.68758 -103.47   22.78  348.04   15.89   16.53 1.5958e+08 2.9718e+08 14.13521 1.01160 0.35260    3579 1.2548e+05     1140 23036808 23036808
23028311 34.87104 35.54921 34.92749 -118.30 -155.79  265.77   11.96   12.50 1.1196e+08 1.5662e+08 12.55915 1.39968 0.52190  1046.3   50791      780 23036808 23036808
23028321 34.85627 35.51448 34.97445 -125.31  -47.98  349.86    9.28    9.26 1.9296e+07 5.5225e+07 6.98873 0.37786 0.31610   141.4   11656      230 23036808 23036808
23028340 34.83743 35.72863 35.08708  -41.39  -17.32  228.24    9.36    8.96 4.1423e+07 4.3127e+07 9.01549 0.50099 0.68130  81.405  7766.2      292       -1       -1
23028354 34.93850 35.58285 34.73807 -119.99    7.47  296.68    8.33    8.53 3.007e+07 4.369e+07 8.10282 0.69175 0.28950  90.177  8373.2      348 23036808 23036808
23028355 34.94953 35.60745 34.80727 -127.78   10.23  268.98   12.94   12.52 1.0213e+08 1.538e+08 12.18028 1.13188 0.33930  1010.5   49506     1079 23036808 23036808
23028379 35.13691 35.52059 34.72956  -48.60   36.75  367.62    8.93    9.38 2.5718e+07 4.5775e+07 7.69155 0.65223 0.41900  98.618  8942.8      171 23036808 23036808
23028384 35.00318 35.58783 34.81672 -226.40  -74.26  238.40   11.25   12.27 1.1063e+08 1.7859e+08 12.50986 0.97664 0.54850  1346.3   61135     1116 23036808 23036808
23028397 34.93254 35.45935 34.89227 -274.81  -75.20  234.04    9.47   17.07 1.2293e+07 1.6958e+08 6.01408 0.41723 0.18990  1218.8   56824       75 23036199 23036808
23028402 34.92509 35.49107 34.91479 -249.55 -222.89  219.68   13.66   15.78 7.4141e+07 1.8155e+08 10.94648 0.88063 0.20000  1389.4   62569      426 23036699 23036808
23028404 34.90730 35.51620 34.94161 -107.36 -187.33  189.88   10.43   10.17 5.8254e+07 7.9803e+07 10.10141 0.64287 0.47210   286.7   19603      350 23036699 23036808
23028413 34.90656 35.48951 34.92786 -228.20 -121.77  216.61   13.14   19.59 7.6592e+07 6.1915e+08 11.06620 1.03663 0.36590   14649 3.5369e+05      462 23036699 23036808
23028417 34.91712 35.44383 34.98055 -195.78  -43.67  195.45   10.75   12.36 5.5789e+07 1.5493e+08 9.95634 0.97783 0.43230  1024.7   50019      335 23036808 23036808
23028418 34.97753 35.44408 34.93459 -169.17   -4.21  173.26   13.10   19.64 4.3127e+07 5.4789e+08 9.13803 0.61154 0.25000   11584 2.9761e+05      258 23030063 23036808
23028419 35.00473 35.51341 34.97862 -179.78  -24.85  179.27    8.20    8.83 2.6282e+07 4.5197e+07 7.74789 0.96734 0.37920  96.244  8783.9      148 23036808 23036808
23028421 34.95998 35.52851 34.99890  -64.99 -141.38  177.86   14.97   21.06 8.8127e+07 5.2352e+08 11.59577 0.72565 0.30280   10615 2.791e+05      484 23036818 23036808
23028436 34.88713 35.41314 34.97348 -228.64  -69.30  288.62   10.44   10.81 4.1986e+07 8.7183e+07 9.05634 0.85870 0.41900  339.77   22210      263 23036808 23036808
23028445 34.93370 35.42318 34.96166 -129.31 -132.57  274.44   11.06   11.66 2.7239e+07 9.2676e+07 7.83944 0.53224 0.28950  382.06   24212      151 23036808 23036808
23028446 34.97712 35.42004 34.94165  -73.37  -38.28  272.28   10.24   10.96 1.3049e+07 5.0113e+07 6.13521 0.31060 0.15010  117.34   10162       83 23029917 23036808
23028447 35.03232 35.51739 34.95520  -48.91  -53.27  364.49   10.67   18.55 2.231e+07 3.1268e+08 7.33662 0.52907 0.20000  3945.8 1.3481e+05      165 23036808 23036808
23028448 34.91771 35.54041 34.88677 -228.75 -196.67  360.71   10.60   11.12 8.7746e+07 1.993e+08 11.57887 0.73841 0.44560  1661.9   71375      636 23036808 23036808
23028466 34.91709 35.55858 35.07469  -88.82  -90.65  200.21    8.12    7.97 3.2901e+07 4.0662e+07 8.35070 0.79027 0.44560   78.56  7565.6      191 23036808 23036808
23028468 35.01589 35.59180 35.05759  -96.30  -55.98  217.46   12.64   13.68 1.9859e+08 2.9746e+08 15.20282 0.86542 0.49870  3585.5 1.2564e+05     1212 23036808 23036808
23028472 34.98367 35.48432 35.08794  -64.61  -92.79  274.22   10.12   11.79 3.4225e+07 1.3428e+08 8.46056 0.72337 0.32930  778.66   40872      184 23036808 23036808
23028473 35.03033 35.41969 35.02800  -90.71  -17.83  255.93   11.07   16.67 3.5366e+07 2.3183e+08 8.55352 0.54415 0.23970  2221.7   88364      258 23036808 23036808
23028481 35.03865 35.44056 34.89789 -293.60  -17.37  190.31    8.13    8.86 6.8845e+07 1.061e+08 10.67887 1.20515 0.48540  495.36   29307      860 23036808 23036808
23028501 35.10851 35.39744 35.07589 -175.64  -17.27  157.48   13.12   13.17 2.5e+08 2.7803e+08 16.41549 2.52769 0.41900  3149.3 1.1421e+05     1673 23036808 23036808
23028504 35.16665 35.39959 35.02368 -190.39   47.35  212.30    8.74   10.36 5.0873e+07 1.0515e+08 9.65493 1.49079 0.62820  486.94   28939      573 23036808 23036808
23028526 34.94046 35.66851 34.95690 -147.58  -54.11  298.29    9.11    9.42 3.9901e+07 5.3141e+07 8.90423 0.54838 0.35260  131.34   11040      338 23036808 23036808
23028527 34.93819 35.58385 34.96404 -170.71   -1.31  300.70    8.71    9.38 2.062e+07 5.9197e+07 7.14507 0.48210 0.25000  161.58   12858      486 23031058 23036808
23028560 35.14163 35.66525 35.14563 -113.02    2.35  303.48    8.29    7.73 2.931e+07 3.8394e+07 8.03380 0.80450 0.44560  70.364  6976.8      173       -1       -1
23028568 35.00523 35.64296 35.01113 -135.68  -62.18  304.40   12.11   12.41 1.0307e+08 1.569e+08 12.21690 1.13672 0.61490  1049.9   50920      602 23028569 23036808
23028569 35.00360 35.65052 35.01485 -131.37  -81.83  294.11   19.29   21.39 9.0056e+08 1.1801e+09 25.16338 4.31027 0.58830   50543 8.792e+05     7475 23036808 23036808
23028588 34.83102 35.57362 34.84555 -137.28   55.65  329.85   29.98   49.57 8.4451e+08 9.7535e+09 24.62958 1.84208 0.28950 2.9123e+06 1.7232e+07     5394 23036808 23036808
23028602 35.00925 35.03675 34.89985  -97.55   63.89  258.42   11.17   11.51 1.1442e+08 1.3938e+08 12.65070 1.27060 0.36590  572.66   32605     1288       -1       -1
23028630 34.76280 35.37196 34.82066 -225.34  -81.10  398.13    8.06    7.47 3.8197e+07 6.0338e+07 8.77606 0.98863 0.54850  167.61   13209      495 23036808 23036808
23028645 34.84801 35.44165 34.78637 -224.28 -148.78  327.92    9.03   10.32 7.1493e+07 1.4169e+08 10.81408 1.46514 0.54850  863.24   44091      985 23036153 23036808
23028649 34.90720 35.35863 34.79197 -226.13  157.22  259.65   11.38   11.92 1.5789e+08 1.9423e+08 14.08451 1.75782 0.50860  1581.6   68825     1951 23036808 23036808
23028666 34.88087 35.43404 34.91342 -199.33   65.07  251.25    9.15   16.67 2.0423e+07 2.1338e+08 7.12254 0.81639 0.26290  1894.7   78600      138 23036808 23036808
23028677 34.89050 35.53799 34.85059 -113.02  179.72  345.94    8.03    8.89 1.2104e+07 3.4803e+07 5.98310 0.44132 0.28950  58.272  6073.4       78 23030090 23036808
23028685 34.89978 35.49182 35.04104  -85.30  149.17  351.39    8.87    9.32 2.5718e+07 6.8648e+07 7.69155 0.84765 0.28950  214.72   15848      332 23036808 23036808
23028708 35.00989 35.49513 34.83531 -164.12   91.63  174.13    9.09    9.43 7.1873e+07 8.4915e+07 10.83380 1.64472 0.86720  323.01   21399      462 23036808 23036808
23028710 34.91313 35.50000 34.86076 -192.29   99.83  347.37    9.34   13.40 2.062e+07 1.6183e+08 7.14507 0.55930 0.27620  1114.2   53193      146 23036635 23036808
23028722 35.17401 35.35408 34.80918 -234.82   58.16  257.83    8.27    7.70 3.9901e+07 5.2761e+07 8.90423 0.70235 0.54850  129.54   10929      405 23036808 23036808
23028729 34.97701 35.73008 34.85303  -60.66  232.69  345.15   10.74   10.93 1.1215e+08 1.4366e+08 12.56620 0.89609 0.82740  886.45   44960      907 23036808 23036808
23028741 34.91440 35.46610 34.90708 -264.86  109.03  146.63    9.04   12.64 1.4944e+07 1.3711e+08 6.41831 0.52753 0.31610  810.49   42094      115 23036699 23036808
23028746 34.97171 35.48186 34.92813 -255.40  202.89  331.31    8.10    9.71 1.3996e+07 4.8789e+07 6.27887 0.35933 0.27620  111.46  9785.3       85 23036808 23036808
23028751 35.01646 35.46817 34.91085  -85.05   71.07  251.49   11.16   14.10 4.1225e+07 2.1775e+08 9.00141 0.90865 0.33930  1969.8   80880      251 23036808 23036808
23028756 35.01019 35.47610 34.89601 -148.16  105.11  271.26    8.43    8.97 1.3806e+07 5.8437e+07 6.25070 0.41198 0.32930  157.61   12625       75 23036808 23036808
23028762 34.90349 35.52632 34.86513 -175.72  -69.47  324.63   10.27   12.35 4.5197e+07 1.4775e+08 9.28169 1.15026 0.41900  935.47   46776      488 23030090 23036808
23028764 34.96746 35.59808 34.98570 -169.35   74.03  299.78   15.23   15.87 1.6775e+08 2.7859e+08 14.37042 1.12546 0.40570  3161.5 1.1454e+05      940 23036808 23036808
23028768 34.95680 35.62638 34.88525  -81.10  131.62  288.37    9.09    9.71 2.0042e+07 5.5042e+07 7.07887 0.69948 0.25000  140.51   11602      123 23036808 23036808
23028770 34.88568 35.54377 34.86883 -174.77  -21.53  357.71   11.94   14.06 3.6873e+07 1.7817e+08 8.67324 0.63888 0.30280  1340.2   60930      343 23030090 23036808
23028781 34.95009 35.61018 34.93003 -135.75  129.97  261.42    8.84   10.09 4.9169e+07 1.0648e+08 9.54648 0.87395 0.30280  498.77   29455      352 23036808 23036808
23028791 34.97147 35.61228 35.14739  -98.65   81.29  320.46    9.45    9.91 4.0282e+07 8.038e+07 8.93239 0.66477 0.40570   290.7   19803      321 23036808 23036808
23028796 35.14199 35.46438 34.96359  -35.09   95.47  256.78   12.55   14.21 6.6e+07 1.3069e+08 10.53099 0.81625 0.23970  739.17   39337      359 23036808 23036808
23028805 35.03789 35.54044 34.96425 -257.26   47.60  270.66   18.29   19.11 5.0958e+08 6.769e+08 20.81127 1.90354 0.50860   17385 4.0115e+05     2931 23036808 23036808
23028815 35.14374 35.49180 35.12542  -70.36   56.25  338.90    8.70   10.26 1.2672e+07 5.5408e+07 6.07465 0.40840 0.18990  142.31   11711       83 23036808 23036808
23028817 35.17170 35.45921 35.05539  -76.35   69.18  273.02   12.28   13.15 7.7732e+07 1.4408e+08 11.12113 1.06725 0.35260  891.46   45147      485 23036808 23036808
23028824 35.03223 35.51755 35.00151 -146.04  193.32  341.90   12.70   12.97 8.5479e+07 1.462e+08 11.47887 1.26078 0.41900  916.73   46085     1324 23036808 23036808
23028832 35.09329 35.44663 35.17249  -35.02  191.54  394.09    9.54   10.01 5.9014e+07 7.7169e+07 10.14507 0.98377 0.54850  268.81   18695      510       -1       -1
23028834 34.94035 35.43651 34.90080 -251.43  265.82  297.22    8.58   14.38 1.5507e+07 2.0915e+08 6.49859 0.56373 0.25000  1823.3   76411       88 23036808 23036808
23028837 34.92118 35.48939 34.88639 -172.21  328.16  368.24    9.05    9.30 2.7239e+07 6.7704e+07 7.83944 1.00392 0.30280  209.09   15542      170 23036699 23036808
23028861 34.82229 35.39849 34.81351   12.90 -128.64  292.80    8.79    9.43 4.3127e+07 7.1296e+07 9.13803 0.82184 0.40570  230.91   16718      569 23036808 23036808
23028869 34.78273 35.49724 34.83559  -32.33  -44.23  216.92    8.36    8.02 2.231e+07 3.5183e+07 7.33662 0.57095 0.47210    59.5  6167.3      541 23036808 23036808
23028875 34.65006 35.61096 34.86662  -71.02   71.27  338.86   19.63   29.21 4.1746e+08 3.9479e+09 19.47324 2.03392 0.47210 5.1344e+05 4.8293e+06     3229       -1       -1
23028876 34.73826 35.56496 34.81514  -22.45   24.52  350.20    8.06   10.19 1.9099e+07 8.8127e+07 6.96479 0.91382 0.31610  346.87   22551      187 23030464 23036808
23028884 34.72271 35.31210 34.81976   25.80    8.04  376.30    8.65    9.91 3.4042e+07 9.0972e+07 8.44507 0.81612 0.39240  368.69   23585      337 23036808 23036808
23028889 34.89480 35.43717 34.88830  -51.54  -83.03  166.17    8.74   11.71 1.1725e+07 1.0969e+08 5.91972 0.32999 0.28950  528.06   30717       77 23036808 23036808
23028901 34.75798 35.51923 34.97361   26.99   50.11  339.79    8.89   14.03 2.3831e+07 1.7803e+08 7.49859 0.64839 0.30280  1338.1   60862      160 23036808 23036808
23028903 34.84408 35.49475 34.89742  -87.70  -71.88  207.84    8.43    8.85 3.7634e+07 7.5465e+07 8.73239 0.97213 0.65470  257.53   18115      336 23036808 23036808
23028906 34.84860 35.45251 34.90865   94.94   28.04  273.87    8.21   13.14 1.4563e+07 1.8338e+08 6.36338 0.63908 0.35260  1416.4   63462      123 23036808 23036808
23028907 34.81850 35.42783 34.93194   32.89   28.75  316.39   10.74   16.45 2.6282e+07 3.6155e+08 7.74789 0.63505 0.25000  5214.8 1.6549e+05      186 23036808 23036808
23028913 34.86474 35.61492 34.89018   35.33  -36.63  375.79    9.86    9.84 2.9507e+07 7.0915e+07 8.05211 0.45200 0.35260  228.55   16593      236 23036808 23036808
23028918 34.83618 35.51959 35.06590  -35.29   54.13  225.73    8.38   10.87 2.969e+07 9.9099e+07 8.06901 0.84609 0.28950  434.52   26614      308 23036808 23036808
23028920 34.87102 35.47017 35.09154   47.57    0.33  294.93    8.35   10.99 2.0042e+07 9.7775e+07 7.07887 0.38529 0.27620  423.44   26114      174 23036808 23036808
23028933 34.84208 35.68993 35.14625  -57.58  -50.60  452.51   14.67   15.80 4.0225e+08 5.5056e+08 19.23521 3.32012 0.39240   11692 2.9967e+05     4098       -1       -1
23028954 34.83836 35.59790 34.82789   80.95  -75.34  283.43   10.56   10.02 7.8296e+07 1.0307e+08 11.14789 1.24704 0.44560  468.57   28133      597 23036808 23036808
23028961 34.85191 35.60635 34.99865   19.15  -69.43  208.35    8.41   10.17 2.3634e+07 4.9169e+07 7.47887 0.58722 0.26290  113.14  9893.2      255 23036808 23036808
23028965 34.74613 35.70892 35.03658  -27.11   -2.66  250.22   10.73   11.52 9.5887e+07 1.1045e+08 11.92676 0.93967 0.33930  535.11   31018      563       -1       -1
23028969 34.86278 35.66355 35.09021   44.96  -20.73  302.36   10.49   10.88 4.7099e+07 8.907e+07 9.40986 0.77548 0.41900  354.04   22892      451 23036808 23036808
23028970 34.91270 35.44745 34.79889   -9.48 -205.04  312.07    8.20    8.26 3.3099e+07 4.2746e+07 8.36620 0.60478 0.53520  86.474    8119      259 23036808 23036808
23028971 34.96760 35.48432 34.82923   38.87 -139.34  301.09    8.24    8.86 2.4592e+07 5.069e+07 7.57746 0.87504 0.45880  119.95   10328      151 23036794 23036808
23028977 34.92905 35.41763 34.82800  -25.86   -6.87  104.16    8.19    7.87 2.6662e+07 3.9901e+07 7.78451 0.63005 0.41900  75.763  7366.6      195 23036808 23036808
23028979 34.89408 35.45225 34.85962   14.81 -107.65  257.44   11.76   11.59 2.4958e+07 1.131e+08 7.61549 0.37623 0.25000  560.01   32073      139 23036808 23036808
23029006 34.89257 35.55931 35.05885    1.77 -184.35  362.39    8.94    8.71 6.3169e+07 7.0915e+07 10.37746 0.96676 0.60160  228.55   16593      477 23036808 23036808
23029009 34.98116 35.45865 34.96623  -44.13  -99.37  232.13    9.78    9.99 1.8915e+07 3.8197e+07 6.94225 0.53543 0.52190  69.672  6926.2      151 23036808 23036808
23029014 34.98001 35.48249 34.90586  199.63   34.03  229.53   11.67   17.28 6.1845e+07 5.6239e+08 10.30423 1.11027 0.35260   12180 3.088e+05      392 23036808 23036808
23029018 34.90594 35.48166 35.00406  120.69 -102.30  382.48   10.65   11.51 7.3e+07 1.271e+08 10.89014 1.69884 0.37920  700.66   37819      434 23036808 23036808
23029020 34.98104 35.46735 34.87600  -15.08   -1.89  283.87   15.98   20.65 1.0459e+08 9.6113e+08 12.27746 1.05378 0.35260   34079 6.5802e+05      666 23036808 23036808
23029023 34.92450 35.47380 34.98454  146.46  -25.58  441.55   12.21   14.58 5.3338e+07 2.7423e+08 9.80845 0.69244 0.27620  3067.1 1.1201e+05      349 23036808 23036808
23029027 34.94711 35.50297 34.89714  -51.04 -183.25  273.35   22.75   27.54 3.8831e+08 1.3745e+09 19.00986 1.42357 0.31610   67731 1.0903e+06     2161 23036808 23036808
23029028 34.90480 35.58355 34.99200  -38.86  -94.46  194.84    9.52    9.58 5.6549e+07 7.8676e+07 10.00141 1.31842 0.50860  278.98   19213      353 23036808 23036808
23029037 35.06746 35.47376 35.01442   18.91 -104.39  263.51    8.71   10.10 2.8746e+07 6.4676e+07 7.98169 0.98685 0.26290  191.51   14569      161 23036808 23036808
23029045 34.96811 35.40487 35.01455   30.79   45.52  294.28    9.73   10.78 1.3049e+07 5.4845e+07 6.13521 0.32661 0.23970  139.54   11543      203 23036808 23036808
23029052 34.86026 35.56817 35.02763   10.78  -99.99  331.66    8.09   10.68 1.7592e+07 1.1896e+08 6.77606 0.36035 0.28950  617.04   34444      303 23036808 23036808
23029053 34.98495 35.52327 35.00276  -27.17 -146.47  258.13    8.53   10.06 2.0042e+07 4.8986e+07 7.07887 0.60417 0.20000  112.33  9841.2      141 23036808 23036808
23029066 35.04449 35.58737 35.14125   98.05   -7.87  276.71    8.24    7.82 3.8014e+07 4.1606e+07 8.76197 0.73093 0.65470  82.098  7814.7      258 23036882 23036808
23029068 35.02860 35.53794 35.05262  114.26  -65.23  258.79    9.00    8.99 3.9155e+07 5.069e+07 8.84789 0.88351 0.27620  119.95   10328      316 23036808 23036808
23029069 35.03018 35.55124 35.08403  123.34  -50.17  276.79   13.21   12.27 1.3428e+08 1.7634e+08 13.34366 1.06325 0.82740  1313.8   60048     1127 23036808 23036808
23029072 35.07675 35.42193 34.92997  109.86  -33.83  227.58   10.37   10.84 1.1234e+08 1.4732e+08 12.57324 1.81434 0.45880  930.34   46587      901 23036808 23036808
23029078 35.06126 35.43234 34.90159    5.95  -84.28  345.50   10.99   12.58 5.693e+07 1.8268e+08 10.02394 1.16507 0.53520    1406   63118      733 23036808 23036808
23029083 35.09026 35.47180 34.84938 -109.57  -86.03  334.59    8.12    8.52 2.1366e+07 4.6338e+07 7.23099 0.44377 0.33930  100.96  9098.6      223 23036808 23036808
23029086 35.08761 35.42735 34.99115   75.14  -99.84  251.86   12.75   13.04 1.693e+08 1.9127e+08 14.41408 1.28032 0.58830  1535.7   67350     1112 23036808 23036808
23029098 34.98615 35.43755 34.96727  184.35 -143.32  273.71    8.17    7.77 2.9887e+07 3.6507e+07 8.08592 0.52463 0.54850  63.874  6497.5      205 23036808 23036808
23029104 35.00809 35.65720 34.91770  -10.93 -130.17  304.73   12.28   12.68 1.969e+08 3.1155e+08 15.15915 2.08279 0.44560  3918.6 1.3412e+05     1790 23036808 23036808
23029113 34.93173 35.64380 35.02682   10.65  -81.81  323.20   10.88   12.93 5.031e+07 1.4676e+08 9.61972 1.00320 0.28950  923.52   46336      597 23031630 23036808
23029129 34.67684 35.44256 34.79796   53.38  158.30  314.06   10.24   10.41 1.5718e+08 1.731e+08 14.06197 2.25770 0.66800  1267.9   58497     1245 23036808 23036808
23029136 34.70658 35.35211 34.91958   23.70  121.98  261.88   11.38   11.81 1.2142e+08 1.7775e+08 12.90282 1.40077 0.43230  1334.1   60727     1167 23036808 23036808
23029137 34.72761 35.36959 34.89693   40.27  120.12  253.10   10.23   10.81 7.2817e+07 9.7394e+07 10.88028 1.29125 0.28950  420.28   25970      591 23036808 23036808
